time,lat,lon
4328.2,53.489,169.2978
4328.8,53.5232,169.3167
4329.4,53.5573,169.3356
4330.0,53.5915,169.3545
4330.6,53.6256,169.3735
4331.3,53.6598,169.3925
4331.9,53.6939,169.4115
4332.5,53.7281,169.4306
4333.1,53.7622,169.4497
4333.7,53.7963,169.4689
4334.3,53.8305,169.4881
4334.9,53.8646,169.5073
4335.5,53.8987,169.5265
4336.2,53.9328,169.5458
4336.8,53.9669,169.5651
4337.4,54.001,169.5845
4338.0,54.0351,169.6039
4338.6,54.0692,169.6233
4339.2,54.1033,169.6428
4339.8,54.1374,169.6623
4340.4,54.1715,169.6818
4341.1,54.2056,169.7014
4341.7,54.2397,169.721
4342.3,54.2738,169.7406
4342.9,54.3078,169.7603
4343.5,54.3419,169.78
4344.1,54.3759,169.7998
4344.7,54.41,169.8196
4345.4,54.4441,169.8394
4346.0,54.4781,169.8593
4346.6,54.5122,169.8792
4347.2,54.5462,169.8991
4347.8,54.5802,169.9191
4348.4,54.6143,169.9391
4349.0,54.6483,169.9591
4349.6,54.6823,169.9792
4350.3,54.7163,169.9994
4350.9,54.7503,170.0195
4351.5,54.7844,170.0397
4352.1,54.8184,170.06
4352.7,54.8524,170.0802
4353.3,54.8864,170.1006
4353.9,54.9203,170.1209
4354.5,54.9543,170.1413
4355.2,54.9883,170.1617
4355.8,55.0223,170.1822
4356.4,55.0563,170.2027
4357.0,55.0902,170.2233
4357.6,55.1242,170.2439
4358.2,55.1582,170.2645
4358.8,55.1921,170.2852
4359.4,55.2261,170.3059
4360.1,55.26,170.3266
4360.7,55.294,170.3474
4361.3,55.3279,170.3682
4361.9,55.3618,170.3891
4362.5,55.3958,170.41
4363.1,55.4297,170.4309
4363.7,55.4636,170.4519
4364.4,55.4975,170.473
4365.0,55.5314,170.494
4107.0,40.9585,164.1855
4107.6,40.9936,164.1963
4108.2,41.0287,164.2071
4108.8,41.0638,164.2179
4109.4,41.0989,164.2288
4110.0,41.134,164.2397
4110.6,41.1691,164.2505
4111.2,41.2042,164.2614
4111.9,41.2393,164.2724
4112.5,41.2743,164.2833
4113.1,41.3094,164.2942
4113.7,41.3445,164.3052
4114.3,41.3796,164.3161
4114.9,41.4146,164.3271
4115.5,41.4497,164.3381
4116.1,41.4848,164.3491
4116.8,41.5199,164.3601
4117.4,41.5549,164.3712
4118.0,41.59,164.3822
4118.6,41.6251,164.3933
4119.2,41.6601,164.4044
4119.8,41.6952,164.4155
4120.4,41.7303,164.4266
4121.0,41.7653,164.4377
4121.7,41.8004,164.4489
4122.3,41.8354,164.46
4122.9,41.8705,164.4712
4123.5,41.9055,164.4824
4124.1,41.9406,164.4936
4124.7,41.9756,164.5048
4125.3,42.0107,164.516
4125.9,42.0457,164.5273
4126.6,42.0808,164.5385
4127.2,42.1158,164.5498
4127.8,42.1508,164.5611
4128.4,42.1859,164.5724
4129.0,42.2209,164.5837
4129.6,42.2559,164.5951
4130.2,42.291,164.6064
4130.9,42.326,164.6178
4131.5,42.361,164.6292
4132.1,42.3961,164.6405
4132.7,42.4311,164.652
4133.3,42.4661,164.6634
4133.9,42.5011,164.6748
4134.5,42.5361,164.6863
4135.1,42.5712,164.6978
4135.8,42.6062,164.7093
4136.4,42.6412,164.7208
4137.0,42.6762,164.7323
4137.6,42.7112,164.7438
4138.2,42.7462,164.7554
4138.8,42.7812,164.767
4139.4,42.8162,164.7785
4140.0,42.8512,164.7901
4140.7,42.8862,164.8018
4141.3,42.9212,164.8134
4141.9,42.9562,164.825
4142.5,42.9912,164.8367
4143.1,43.0262,164.8484
4143.7,43.0612,164.8601
4144.3,43.0962,164.8718
4144.9,43.1312,164.8835
4145.6,43.1662,164.8953
4146.2,43.2012,164.907
4146.8,43.2361,164.9188
4147.4,43.2711,164.9306
4148.0,43.3061,164.9424
4148.6,43.3411,164.9542
4149.2,43.376,164.9661
4149.8,43.411,164.9779
4150.5,43.446,164.9898
4151.1,43.4809,165.0017
4151.7,43.5159,165.0136
4152.3,43.5509,165.0255
4152.9,43.5858,165.0375
4153.5,43.6208,165.0494
4154.1,43.6558,165.0614
4154.8,43.6907,165.0734
4155.4,43.7257,165.0854
4156.0,43.7606,165.0974
4156.6,43.7956,165.1095
4157.2,43.8305,165.1216
4157.8,43.8655,165.1336
4158.4,43.9004,165.1457
4159.0,43.9354,165.1578
4159.7,43.9703,165.17
4160.3,44.0052,165.1821
4160.9,44.0402,165.1943
4161.5,44.0751,165.2065
4162.1,44.11,165.2186
4162.7,44.145,165.2309
4163.3,44.1799,165.2431
4163.9,44.2148,165.2553
4164.6,44.2497,165.2676
4165.2,44.2847,165.2799
4165.8,44.3196,165.2922
4166.4,44.3545,165.3045
4167.0,44.3894,165.3168
4167.6,44.4243,165.3292
4168.2,44.4592,165.3416
4168.8,44.4942,165.3539
4169.5,44.5291,165.3664
4170.1,44.564,165.3788
4170.7,44.5989,165.3912
4171.3,44.6338,165.4037
4171.9,44.6687,165.4162
4172.5,44.7036,165.4286
4173.1,44.7385,165.4412
4173.8,44.7734,165.4537
4174.4,44.8082,165.4662
4175.0,44.8431,165.4788
4175.6,44.878,165.4914
4176.2,44.9129,165.504
4176.8,44.9478,165.5166
4177.4,44.9827,165.5293
4178.0,45.0175,165.5419
4178.7,45.0524,165.5546
4179.3,45.0873,165.5673
4179.9,45.1222,165.58
4180.5,45.157,165.5927
4181.1,45.1919,165.6055
4181.7,45.2268,165.6183
4182.3,45.2616,165.6311
4182.9,45.2965,165.6439
4183.6,45.3314,165.6567
4184.2,45.3662,165.6695
4184.8,45.4011,165.6824
4185.4,45.4359,165.6953
4186.0,45.4708,165.7082
4186.6,45.5056,165.7211
4187.2,45.5405,165.734
4187.8,45.5753,165.747
4188.5,45.6101,165.76
4189.1,45.645,165.773
4189.7,45.6798,165.786
4190.3,45.7146,165.799
4190.9,45.7495,165.8121
4191.5,45.7843,165.8251
4192.1,45.8191,165.8382
4192.8,45.854,165.8513
4193.4,45.8888,165.8645
4194.0,45.9236,165.8776
4194.6,45.9584,165.8908
4195.2,45.9932,165.904
4195.8,46.0281,165.9172
4196.4,46.0629,165.9304
4197.0,46.0977,165.9437
4197.7,46.1325,165.9569
4198.3,46.1673,165.9702
4198.9,46.2021,165.9835
4199.5,46.2369,165.9969
4200.1,46.2717,166.0102
4200.7,46.3065,166.0236
4201.3,46.3413,166.037
4201.9,46.3761,166.0504
4202.6,46.4109,166.0638
4203.2,46.4456,166.0773
4203.8,46.4804,166.0907
4204.4,46.5152,166.1042
4205.0,46.55,166.1177
4205.6,46.5848,166.1313
4206.2,46.6195,166.1448
4206.8,46.6543,166.1584
4207.5,46.6891,166.172
4208.1,46.7238,166.1856
4208.7,46.7586,166.1992
4209.3,46.7934,166.2129
4209.9,46.8281,166.2265
4210.5,46.8629,166.2402
4211.1,46.8976,166.254
4211.7,46.9324,166.2677
4212.4,46.9671,166.2814
4213.0,47.0019,166.2952
4213.6,47.0366,166.309
4214.2,47.0714,166.3228
4214.8,47.1061,166.3367
4215.4,47.1409,166.3505
4216.0,47.1756,166.3644
4216.7,47.2103,166.3783
4217.3,47.245,166.3923
4217.9,47.2798,166.4062
4218.5,47.3145,166.4202
4219.1,47.3492,166.4342
4219.7,47.3839,166.4482
4220.3,47.4187,166.4622
4220.9,47.4534,166.4763
4221.6,47.4881,166.4904
4222.2,47.5228,166.5045
4222.8,47.5575,166.5186
4223.4,47.5922,166.5327
4224.0,47.6269,166.5469
4224.6,47.6616,166.5611
4225.2,47.6963,166.5753
4225.8,47.731,166.5895
4226.5,47.7657,166.6038
4227.1,47.8004,166.6181
4227.7,47.8351,166.6324
4228.3,47.8698,166.6467
4228.9,47.9044,166.661
4229.5,47.9391,166.6754
4230.1,47.9738,166.6898
4230.7,48.0085,166.7042
4231.4,48.0431,166.7186
4232.0,48.0778,166.7331
4232.6,48.1125,166.7476
4233.2,48.1471,166.7621
4233.8,48.1818,166.7766
4234.4,48.2165,166.7911
4235.0,48.2511,166.8057
4235.7,48.2858,166.8203
4236.3,48.3204,166.8349
4236.9,48.3551,166.8495
4237.5,48.3897,166.8642
4238.1,48.4244,166.8789
4238.7,48.459,166.8936
4239.3,48.4936,166.9083
4239.9,48.5283,166.9231
4240.6,48.5629,166.9379
4241.2,48.5975,166.9527
4241.8,48.6321,166.9675
4242.4,48.6668,166.9824
4243.0,48.7014,166.9972
4243.6,48.736,167.0121
4244.2,48.7706,167.0271
4244.8,48.8052,167.042
4245.5,48.8398,167.057
4246.1,48.8744,167.072
4246.7,48.909,167.087
4247.3,48.9437,167.102
4247.9,48.9782,167.1171
4248.5,49.0128,167.1322
4249.1,49.0474,167.1473
4249.7,49.082,167.1624
4250.4,49.1166,167.1776
4251.0,49.1512,167.1928
4251.6,49.1858,167.208
4252.2,49.2204,167.2233
4252.8,49.2549,167.2385
4253.4,49.2895,167.2538
4254.0,49.3241,167.2691
4254.6,49.3586,167.2845
4255.3,49.3932,167.2998
4255.9,49.4278,167.3152
4256.5,49.4623,167.3306
4257.1,49.4969,167.3461
4257.7,49.5314,167.3615
4258.3,49.566,167.377
4258.9,49.6005,167.3925
4259.6,49.6351,167.4081
4260.2,49.6696,167.4236
4260.8,49.7041,167.4392
4261.4,49.7387,167.4548
4262.0,49.7732,167.4705
4262.6,49.8077,167.4861
4263.2,49.8423,167.5018
4263.8,49.8768,167.5175
4264.5,49.9113,167.5333
4265.1,49.9458,167.5491
4265.7,49.9803,167.5649
4266.3,50.0149,167.5807
4266.9,50.0494,167.5965
4267.5,50.0839,167.6124
4268.1,50.1184,167.6283
4268.7,50.1529,167.6442
4269.4,50.1874,167.6602
4270.0,50.2218,167.6762
4270.6,50.2563,167.6922
4271.2,50.2908,167.7082
4271.8,50.3253,167.7243
4272.4,50.3598,167.7404
4273.0,50.3943,167.7565
4273.6,50.4287,167.7726
4274.3,50.4632,167.7888
4274.9,50.4977,167.805
4275.5,50.5321,167.8212
4276.1,50.5666,167.8375
4276.7,50.6011,167.8537
4277.3,50.6355,167.87
4277.9,50.67,167.8864
4278.6,50.7044,167.9027
4279.2,50.7389,167.9191
4279.8,50.7733,167.9355
4280.4,50.8077,167.952
4281.0,50.8422,167.9685
4281.6,50.8766,167.985
4282.2,50.911,168.0015
4282.8,50.9455,168.018
4283.5,50.9799,168.0346
4284.1,51.0143,168.0512
4284.7,51.0487,168.0679
4285.3,51.0831,168.0845
4285.9,51.1175,168.1012
4286.5,51.152,168.118
4287.1,51.1864,168.1347
4287.7,51.2208,168.1515
4288.4,51.2551,168.1683
4289.0,51.2895,168.1852
4289.6,51.3239,168.202
4290.2,51.3583,168.2189
4290.8,51.3927,168.2358
4291.4,51.4271,168.2528
4292.0,51.4615,168.2698
4292.6,51.4958,168.2868
4293.3,51.5302,168.3038
4293.9,51.5646,168.3209
4294.5,51.5989,168.338
4295.1,51.6333,168.3551
4295.7,51.6676,168.3723
4296.3,51.702,168.3895
4296.9,51.7364,168.4067
4297.5,51.7707,168.424
4298.2,51.805,168.4413
4298.8,51.8394,168.4586
4299.4,51.8737,168.4759
4300.0,51.908,168.4933
4300.6,51.9424,168.5107
4301.2,51.9767,168.5281
4301.8,52.011,168.5456
4302.5,52.0453,168.5631
4303.1,52.0797,168.5806
4303.7,52.114,168.5981
4304.3,52.1483,168.6157
4304.9,52.1826,168.6333
4305.5,52.2169,168.651
4306.1,52.2512,168.6687
4306.7,52.2855,168.6864
4307.4,52.3198,168.7041
4308.0,52.354,168.7219
4308.6,52.3883,168.7397
4309.2,52.4226,168.7575
4309.8,52.4569,168.7754
4310.4,52.4911,168.7933
4311.0,52.5254,168.8112
4311.6,52.5597,168.8292
4312.3,52.5939,168.8472
4312.9,52.6282,168.8652
4313.5,52.6625,168.8833
4314.1,52.6967,168.9013
4314.7,52.7309,168.9195
4315.3,52.7652,168.9376
4315.9,52.7994,168.9558
4316.5,52.8337,168.974
4317.2,52.8679,168.9923
4317.8,52.9021,169.0105
4318.4,52.9363,169.0289
4319.0,52.9706,169.0472
4319.6,53.0048,169.0656
4320.2,53.039,169.084
4320.8,53.0732,169.1025
4321.5,53.1074,169.1209
4322.1,53.1416,169.1395
4322.7,53.1758,169.158
4323.3,53.21,169.1766
4323.9,53.2442,169.1952
4324.5,53.2784,169.2139
4325.1,53.3125,169.2325
4325.7,53.3467,169.2512
4326.4,53.3809,169.27
4327.0,53.4151,169.2888
4327.6,53.4492,169.3076
4328.2,53.4834,169.3264
4328.8,53.5176,169.3453
4329.4,53.5517,169.3643
4330.0,53.5859,169.3832
4330.6,53.62,169.4022
4331.3,53.6541,169.4212
4331.9,53.6883,169.4403
4332.5,53.7224,169.4594
4333.1,53.7565,169.4785
4333.7,53.7907,169.4977
4334.3,53.8248,169.5169
4334.9,53.8589,169.5361
4335.5,53.893,169.5554
4336.2,53.9271,169.5747
4336.8,53.9612,169.594
4337.4,53.9953,169.6134
4338.0,54.0294,169.6328
4338.6,54.0635,169.6523
4339.2,54.0976,169.6717
4339.8,54.1317,169.6913
4340.4,54.1658,169.7108
4341.1,54.1999,169.7304
4341.7,54.2339,169.75
4342.3,54.268,169.7697
4342.9,54.3021,169.7894
4343.5,54.3361,169.8091
4344.1,54.3702,169.8289
4344.7,54.4042,169.8487
4345.4,54.4383,169.8686
4346.0,54.4723,169.8885
4346.6,54.5064,169.9084
4347.2,54.5404,169.9283
4347.8,54.5744,169.9483
4348.4,54.6084,169.9684
4349.0,54.6425,169.9884
4349.6,54.6765,170.0086
4350.3,54.7105,170.0287
4350.9,54.7445,170.0489
4351.5,54.7785,170.0691
4352.1,54.8125,170.0894
4352.7,54.8465,170.1097
4353.3,54.8805,170.13
4353.9,54.9145,170.1504
4354.5,54.9485,170.1708
4355.2,54.9824,170.1913
4355.8,55.0164,170.2118
4356.4,55.0504,170.2323
4357.0,55.0843,170.2529
4357.6,55.1183,170.2735
4358.2,55.1523,170.2941
4358.8,55.1862,170.3148
4359.4,55.2202,170.3355
4360.1,55.2541,170.3563
4360.7,55.288,170.3771
4361.3,55.322,170.398
4361.9,55.3559,170.4189
4362.5,55.3898,170.4398
4363.1,55.4237,170.4607
4363.7,55.4576,170.4818
4107.0,40.9544,164.2086
4107.6,40.9895,164.2194
4108.2,41.0246,164.2303
4108.8,41.0597,164.2411
4109.4,41.0948,164.252
4110.0,41.1299,164.2628
4110.6,41.165,164.2737
4111.2,41.2001,164.2847
4111.9,41.2351,164.2956
4112.5,41.2702,164.3065
4113.1,41.3053,164.3175
4113.7,41.3404,164.3284
4114.3,41.3754,164.3394
4114.9,41.4105,164.3504
4115.5,41.4456,164.3614
4116.1,41.4807,164.3724
4116.8,41.5157,164.3835
4117.4,41.5508,164.3945
4118.0,41.5859,164.4056
4118.6,41.6209,164.4166
4119.2,41.656,164.4277
4119.8,41.691,164.4388
4120.4,41.7261,164.45
4121.0,41.7611,164.4611
4121.7,41.7962,164.4723
4122.3,41.8313,164.4834
4122.9,41.8663,164.4946
4123.5,41.9013,164.5058
4124.1,41.9364,164.517
4124.7,41.9714,164.5283
4125.3,42.0065,164.5395
4125.9,42.0415,164.5508
4126.6,42.0766,164.562
4127.2,42.1116,164.5733
4127.8,42.1466,164.5846
4128.4,42.1817,164.5959
4129.0,42.2167,164.6073
4129.6,42.2517,164.6186
4130.2,42.2868,164.63
4130.9,42.3218,164.6414
4131.5,42.3568,164.6528
4132.1,42.3918,164.6642
4132.7,42.4269,164.6756
4133.3,42.4619,164.687
4133.9,42.4969,164.6985
4134.5,42.5319,164.71
4135.1,42.5669,164.7215
4135.8,42.6019,164.733
4136.4,42.6369,164.7445
4137.0,42.672,164.756
4137.6,42.707,164.7675
4138.2,42.742,164.7791
4138.8,42.777,164.7907
4139.4,42.812,164.8023
4140.0,42.847,164.8139
4140.7,42.882,164.8255
4141.3,42.917,164.8372
4141.9,42.952,164.8488
4142.5,42.9869,164.8605
4143.1,43.0219,164.8722
4143.7,43.0569,164.8839
4144.3,43.0919,164.8957
4144.9,43.1269,164.9074
4145.6,43.1619,164.9192
4146.2,43.1968,164.9309
4146.8,43.2318,164.9427
4147.4,43.2668,164.9545
4148.0,43.3018,164.9663
4148.6,43.3368,164.9782
4149.2,43.3717,164.99
4149.8,43.4067,165.0019
4150.5,43.4417,165.0138
4151.1,43.4766,165.0257
4151.7,43.5116,165.0376
4152.3,43.5465,165.0496
4152.9,43.5815,165.0615
4153.5,43.6165,165.0735
4154.1,43.6514,165.0855
4154.8,43.6864,165.0975
4155.4,43.7213,165.1095
4156.0,43.7563,165.1216
4156.6,43.7912,165.1336
4157.2,43.8262,165.1457
4157.8,43.8611,165.1578
4158.4,43.896,165.1699
4159.0,43.931,165.182
4159.7,43.9659,165.1941
4160.3,44.0009,165.2063
4160.9,44.0358,165.2185
4161.5,44.0707,165.2307
4162.1,44.1056,165.2429
4162.7,44.1406,165.2551
4163.3,44.1755,165.2673
4163.9,44.2104,165.2796
4164.6,44.2453,165.2919
4165.2,44.2803,165.3042
4165.8,44.3152,165.3165
4166.4,44.3501,165.3288
4167.0,44.385,165.3412
4167.6,44.4199,165.3535
4168.2,44.4548,165.3659
4168.8,44.4897,165.3783
4169.5,44.5246,165.3907
4170.1,44.5595,165.4032
4170.7,44.5944,165.4156
4171.3,44.6293,165.4281
4171.9,44.6642,165.4406
4172.5,44.6991,165.4531
4173.1,44.734,165.4656
4173.8,44.7689,165.4782
4174.4,44.8038,165.4907
4175.0,44.8387,165.5033
4175.6,44.8735,165.5159
4176.2,44.9084,165.5285
4176.8,44.9433,165.5412
4177.4,44.9782,165.5538
4178.0,45.0131,165.5665
4178.7,45.0479,165.5792
4179.3,45.0828,165.5919
4179.9,45.1177,165.6046
4180.5,45.1525,165.6174
4181.1,45.1874,165.6301
4181.7,45.2223,165.6429
4182.3,45.2571,165.6557
4182.9,45.292,165.6685
4183.6,45.3268,165.6814
4184.2,45.3617,165.6942
4184.8,45.3965,165.7071
4185.4,45.4314,165.72
4186.0,45.4662,165.7329
4186.6,45.5011,165.7458
4187.2,45.5359,165.7588
4187.8,45.5708,165.7718
4188.5,45.6056,165.7848
4189.1,45.6404,165.7978
4189.7,45.6753,165.8108
4190.3,45.7101,165.8239
4190.9,45.7449,165.8369
4191.5,45.7797,165.85
4192.1,45.8146,165.8631
4192.8,45.8494,165.8763
4193.4,45.8842,165.8894
4194.0,45.919,165.9026
4194.6,45.9538,165.9157
4195.2,45.9886,165.9289
4195.8,46.0235,165.9422
4196.4,46.0583,165.9554
4197.0,46.0931,165.9687
4197.7,46.1279,165.9819
4198.3,46.1627,165.9953
4198.9,46.1975,166.0086
4199.5,46.2323,166.0219
4200.1,46.2671,166.0353
4200.7,46.3018,166.0487
4201.3,46.3366,166.0621
4201.9,46.3714,166.0755
4202.6,46.4062,166.0889
4203.2,46.441,166.1024
4203.8,46.4758,166.1159
4204.4,46.5105,166.1294
4205.0,46.5453,166.1429
4205.6,46.5801,166.1564
4206.2,46.6149,166.17
4206.8,46.6496,166.1836
4207.5,46.6844,166.1972
4208.1,46.7192,166.2108
4208.7,46.7539,166.2245
4209.3,46.7887,166.2381
4209.9,46.8234,166.2518
4210.5,46.8582,166.2655
4211.1,46.8929,166.2793
4211.7,46.9277,166.293
4212.4,46.9624,166.3068
4213.0,46.9972,166.3206
4213.6,47.0319,166.3344
4214.2,47.0667,166.3483
4214.8,47.1014,166.3621
4215.4,47.1361,166.376
4216.0,47.1709,166.3899
4216.7,47.2056,166.4038
4217.3,47.2403,166.4177
4217.9,47.275,166.4317
4218.5,47.3097,166.4457
4219.1,47.3445,166.4597
4219.7,47.3792,166.4737
4220.3,47.4139,166.4878
4220.9,47.4486,166.5018
4221.6,47.4833,166.5159
4222.2,47.518,166.5301
4222.8,47.5527,166.5442
4223.4,47.5874,166.5583
4224.0,47.6221,166.5725
4224.6,47.6568,166.5867
4225.2,47.6915,166.601
4225.8,47.7262,166.6152
4226.5,47.7609,166.6295
4227.1,47.7956,166.6438
4227.7,47.8303,166.6581
4228.3,47.8649,166.6724
4228.9,47.8996,166.6868
4229.5,47.9343,166.7012
4230.1,47.969,166.7156
4230.7,48.0036,166.73
4231.4,48.0383,166.7444
4232.0,48.073,166.7589
4232.6,48.1076,166.7734
4233.2,48.1423,166.7879
4233.8,48.1769,166.8025
4234.4,48.2116,166.817
4235.0,48.2462,166.8316
4235.7,48.2809,166.8462
4236.3,48.3155,166.8609
4236.9,48.3502,166.8755
4237.5,48.3848,166.8902
4238.1,48.4195,166.9049
4238.7,48.4541,166.9196
4239.3,48.4887,166.9344
4239.9,48.5234,166.9492
4240.6,48.558,166.9639
4241.2,48.5926,166.9788
4241.8,48.6272,166.9936
4242.4,48.6618,167.0085
4243.0,48.6965,167.0234
4243.6,48.7311,167.0383
4244.2,48.7657,167.0532
4244.8,48.8003,167.0682
4245.5,48.8349,167.0832
4246.1,48.8695,167.0982
4246.7,48.9041,167.1132
4247.3,48.9387,167.1283
4247.9,48.9733,167.1434
4248.5,49.0079,167.1585
4249.1,49.0425,167.1736
4249.7,49.0771,167.1888
4250.4,49.1116,167.2039
4251.0,49.1462,167.2191
4251.6,49.1808,167.2344
4252.2,49.2154,167.2496
4252.8,49.2499,167.2649
4253.4,49.2845,167.2802
4254.0,49.3191,167.2955
4254.6,49.3536,167.3109
4255.3,49.3882,167.3263
4255.9,49.4227,167.3417
4256.5,49.4573,167.3571
4257.1,49.4918,167.3726
4257.7,49.5264,167.388
4258.3,49.5609,167.4035
4258.9,49.5955,167.4191
4259.6,49.63,167.4346
4260.2,49.6646,167.4502
4260.8,49.6991,167.4658
4261.4,49.7336,167.4814
4262.0,49.7681,167.4971
4262.6,49.8027,167.5128
4263.2,49.8372,167.5285
4263.8,49.8717,167.5442
4264.5,49.9062,167.56
4265.1,49.9407,167.5758
4265.7,49.9752,167.5916
4266.3,50.0098,167.6074
4266.9,50.0443,167.6233
4267.5,50.0788,167.6392
4268.1,50.1132,167.6551
4268.7,50.1477,167.6711
4269.4,50.1822,167.687
4270.0,50.2167,167.703
4270.6,50.2512,167.7191
4271.2,50.2857,167.7351
4271.8,50.3202,167.7512
4272.4,50.3546,167.7673
4273.0,50.3891,167.7834
4273.6,50.4236,167.7996
4274.3,50.458,167.8158
4274.9,50.4925,167.832
4275.5,50.527,167.8482
4276.1,50.5614,167.8645
4276.7,50.5959,167.8808
4277.3,50.6303,167.8971
4277.9,50.6648,167.9135
4278.6,50.6992,167.9298
4279.2,50.7337,167.9462
4279.8,50.7681,167.9627
4280.4,50.8025,167.9791
4281.0,50.837,167.9956
4281.6,50.8714,168.0121
4282.2,50.9058,168.0287
4282.8,50.9402,168.0453
4283.5,50.9746,168.0619
4284.1,51.0091,168.0785
4284.7,51.0435,168.0952
4285.3,51.0779,168.1118
4285.9,51.1123,168.1286
4286.5,51.1467,168.1453
4287.1,51.1811,168.1621
4287.7,51.2155,168.1789
4288.4,51.2499,168.1957
4289.0,51.2843,168.2126
4289.6,51.3186,168.2294
4290.2,51.353,168.2464
4290.8,51.3874,168.2633
4291.4,51.4218,168.2803
4292.0,51.4562,168.2973
4292.6,51.4905,168.3143
4293.3,51.5249,168.3314
4293.9,51.5592,168.3485
4294.5,51.5936,168.3656
4295.1,51.628,168.3827
4295.7,51.6623,168.3999
4296.3,51.6967,168.4171
4296.9,51.731,168.4344
4297.5,51.7653,168.4516
4298.2,51.7997,168.4689
4298.8,51.834,168.4863
4299.4,51.8683,168.5036
4300.0,51.9027,168.521
4300.6,51.937,168.5384
4301.2,51.9713,168.5559
4301.8,52.0056,168.5734
4302.5,52.0399,168.5909
4303.1,52.0743,168.6084
4303.7,52.1086,168.626
4304.3,52.1429,168.6436
4304.9,52.1772,168.6612
4305.5,52.2115,168.6789
4306.1,52.2457,168.6966
4306.7,52.28,168.7143
4307.4,52.3143,168.7321
4308.0,52.3486,168.7499
4308.6,52.3829,168.7677
4309.2,52.4171,168.7855
4309.8,52.4514,168.8034
4310.4,52.4857,168.8213
4311.0,52.5199,168.8393
4311.6,52.5542,168.8573
4312.3,52.5885,168.8753
4312.9,52.6227,168.8933
4313.5,52.657,168.9114
4314.1,52.6912,168.9295
4314.7,52.7254,168.9476
4315.3,52.7597,168.9658
4315.9,52.7939,168.984
4316.5,52.8281,169.0023
4317.2,52.8624,169.0205
4317.8,52.8966,169.0388
4318.4,52.9308,169.0572
4319.0,52.965,169.0755
4319.6,52.9992,169.0939
4320.2,53.0334,169.1124
4320.8,53.0676,169.1308
4321.5,53.1018,169.1493
4322.1,53.136,169.1679
4322.7,53.1702,169.1864
4323.3,53.2044,169.205
4323.9,53.2386,169.2237
4324.5,53.2728,169.2423
4325.1,53.3069,169.261
4325.7,53.3411,169.2798
4326.4,53.3753,169.2985
4327.0,53.4095,169.3174
4327.6,53.4436,169.3362
4328.2,53.4778,169.3551
4328.8,53.5119,169.374
4329.4,53.5461,169.3929
4330.0,53.5802,169.4119
4330.6,53.6144,169.4309
4331.3,53.6485,169.4499
4331.9,53.6826,169.469
4332.5,53.7167,169.4881
4333.1,53.7509,169.5073
4333.7,53.785,169.5265
4334.3,53.8191,169.5457
4334.9,53.8532,169.5649
4335.5,53.8873,169.5842
4336.2,53.9214,169.6035
4336.8,53.9555,169.6229
4337.4,53.9896,169.6423
4338.0,54.0237,169.6617
4338.6,54.0578,169.6812
4339.2,54.0919,169.7007
4339.8,54.126,169.7202
4340.4,54.16,169.7398
4341.1,54.1941,169.7594
4341.7,54.2282,169.7791
4342.3,54.2622,169.7988
4342.9,54.2963,169.8185
4343.5,54.3304,169.8383
4344.1,54.3644,169.858
4344.7,54.3984,169.8779
4345.4,54.4325,169.8978
4346.0,54.4665,169.9177
4346.6,54.5006,169.9376
4347.2,54.5346,169.9576
4347.8,54.5686,169.9776
4348.4,54.6026,169.9977
4349.0,54.6366,170.0178
4349.6,54.6707,170.0379
4350.3,54.7047,170.0581
4350.9,54.7387,170.0783
4351.5,54.7727,170.0985
4352.1,54.8067,170.1188
4352.7,54.8406,170.1391
4353.3,54.8746,170.1595
4353.9,54.9086,170.1799
4354.5,54.9426,170.2003
4355.2,54.9766,170.2208
4355.8,55.0105,170.2413
4356.4,55.0445,170.2619
4357.0,55.0784,170.2824
4357.6,55.1124,170.3031
4358.2,55.1463,170.3237
4358.8,55.1803,170.3445
4359.4,55.2142,170.3652
4360.1,55.2482,170.386
4360.7,55.2821,170.4068
4361.3,55.316,170.4277
4361.9,55.3499,170.4486
4362.5,55.3839,170.4695
4363.1,55.4178,170.4905
4107.0,40.9503,164.2317
4107.6,40.9854,164.2426
4108.2,41.0205,164.2534
4108.8,41.0556,164.2643
4109.4,41.0907,164.2751
4110.0,41.1258,164.286
4110.6,41.1609,164.297
4111.2,41.1959,164.3079
4111.9,41.231,164.3188
4112.5,41.2661,164.3297
4113.1,41.3012,164.3407
4113.7,41.3362,164.3517
4114.3,41.3713,164.3627
4114.9,41.4064,164.3737
4115.5,41.4414,164.3847
4116.1,41.4765,164.3957
4116.8,41.5116,164.4068
4117.4,41.5466,164.4178
4118.0,41.5817,164.4289
4118.6,41.6168,164.44
4119.2,41.6518,164.4511
4119.8,41.6869,164.4622
4120.4,41.7219,164.4734
4121.0,41.757,164.4845
4121.7,41.792,164.4957
4122.3,41.8271,164.5069
4122.9,41.8621,164.5181
4123.5,41.8972,164.5293
4124.1,41.9322,164.5405
4124.7,41.9673,164.5517
4125.3,42.0023,164.563
4125.9,42.0373,164.5742
4126.6,42.0724,164.5855
4127.2,42.1074,164.5968
4127.8,42.1424,164.6081
4128.4,42.1775,164.6195
4129.0,42.2125,164.6308
4129.6,42.2475,164.6422
4130.2,42.2825,164.6535
4130.9,42.3176,164.6649
4131.5,42.3526,164.6763
4132.1,42.3876,164.6878
4132.7,42.4226,164.6992
4133.3,42.4576,164.7107
